country,countryAbbr,currencyName,name,gender,billCount,profession,knownForBeingFirst,currentBillValue,propTotalBills,firstAppearanceDate,deathDate,appearanceDeathDiff,comments,hoverText,hasPortrait,id
Nigeria,NGN,naira,Dr. Alvan Ikoku,M,1,Politician,No,10,,1979,1971,8,,,false,NGN_Alvan
Nigeria,NGN,naira,Chief Obafemi Awolowo,M,1,Founder,No,100,,1999,1987,12,,,false,NGN_Obafemi
Nigeria,NGN,naira,Alhaji Sir Abubarkar Tafawa Balewa,M,1,Head of Gov't,Yes,5,,1979,1966,13,1st prime minister of independent Nigeria,First Prime Minister of independent Nigeria,false,NGN_Balewa
Nigeria,NGN,naira,Ladi Kwali,F,0.5,Visual Artist,No,20,,2007,1984,23,,,false,NGN_Kwali
Nigeria,NGN,naira,Alhaji Sir Ahmadu Bello,M,1,Founder,Yes,200,,2000,1966,34,1st Premier of Northern Nigeria,First Premier of Northern Nigeria,false,NGN_Bello
Nigeria,NGN,naira,Alhaji Aliyu Mai-Bornu,M,0.5,STEM,Yes,1000,,2005,1970,35,1st indigeneous Governer of the Bank,First indigeneous Governor of the Nigerian Bank,false,NGN_Aliyu
Papua New Guinea,PGK,kina,Michael Somare,M,1,Founder,Yes,50,,1989,2021,-32,1st prime minister after independence,First Prime Minister after independence,true,PGK_Somare
Peru,PEN,Sol,Jorge Basadre Grohmann,M,1,Politician,No,100,,1991,1980,11,,,false,PEN_Basadre
Peru,PEN,Sol,Raúl Porras Barrenechea,M,1,Politician,No,20,,1991,1960,31,,,false,PEN_Raul
Peru,PEN,Sol,María Isabel Granda y Larco,F,1,Musician,No,10,,2021,1983,38,,,false,PEN_Granda
Peru,PEN,Sol,José Abelardo Quiñones Gonzales,M,1,Military,No,10,,1991,1941,50,,,false,PEN_Abelardo
Peru,PEN,Sol,Abraham Valdelomar Pinto,M,1,Writer,No,50,,1991,1919,72,,,false,PEN_Pinto
Peru,PEN,Sol,Pedro Paulet,M,1,STEM,Yes,100,,2021,1945,76,Alleged first person to build a liquid-propellant rocket engine and modern rocket propulsion system,Alleged first person to build a liquid-propellant rocket engine and modern rocket propulsion system,false,PEN_Paulet
Peru,PEN,Sol,Santa Rosa de Lima,F,1,Religious figure,Yes,200,,1995,1617,378,First catholic saint of the Americas,First Catholic saint of the Americas,false,PEN_Santa
Philippines,PHP,piso,Corazon C. Aquino,F,0.5,Head of Gov't,Yes,500,,2010,2009,1,First female president in Phillipines,First female president in Phillipines,true,PHP_Corazon
Philippines,PHP,piso,Manuel A. Roxas,M,1,Head of Gov't,Yes,100,,1949,1948,1,1st president of independent Philipines,First President of independent Philipines,false,PHP_Roxas
Philippines,PHP,piso,"Benigno S. Aquino, Jr.",M,0.5,Politician,No,500,,1987,1983,4,,,false,PHP_Benigno
Philippines,PHP,piso,Diosdado P. Macapagal,M,1,Head of Gov't,No,200,,2002,1997,5,,,false,PHP_Diosdado
Philippines,PHP,piso,Manuel L. Quezon,M,1,Head of Gov't,Yes,20,,1949,1944,5,1st Filipino head of gov't over the entire Philipines,First Filipino head of gov't over the entire Philipines,false,PHP_Quezon
Philippines,PHP,piso,Sergio Osmeña,M,1,Head of Gov't,Yes,50,,1969,1961,8,1st Visayan person to be president. 1st speaker of the House of Representatives,First Visayan person to be President of Philipines. First Speaker of the House of Representatives,false,PHP_Osmena
Philippines,PHP,piso,Josefa Llanes Escoda,F,0.33,Activist,No,1000,,1991,1945,46,known for campaigning for women's suffrage and founder of the girls scouts in phillipines,,false,PHP_Llanes
Philippines,PHP,piso,Vicente Lim,M,0.33,Military,Yes,1000,,1991,1944,47,1st Filipino graduate of the US Military Academy West Point,First Filipino graduate of the US Military Academy West Point,false,PHP_Vicente
Philippines,PHP,piso,José Abad Santos,M,0.33,Politician,No,1000,,1991,1942,49,"was acting President and Commander-in-chief for a short time, and Chief Justice of the Supreme Court",,false,PHP_Abad
São Tomé and Príncipe,STD,dobra,Francisco José Tenreiro,M,1,Writer,No,100000,,2013,1963,50,,,false,STD_Tenreiro
São Tomé and Príncipe,STD,dobra,Rei Amador,M,1,Revolutionary,No,200,,1977,1596,381,national hero,,false,STD_Rei
São Tomé and Príncipe,STD,dobra,Rei Amador,M,1,Revolutionary,No,500,,1977,1596,381,,,false,STD_Rei
São Tomé and Príncipe,STD,dobra,Rei Amador,M,1,Revolutionary,No,1000,,1977,1596,381,,,false,STD_Rei
São Tomé and Príncipe,STD,dobra,Rei Amador,M,1,Revolutionary,No,5000,,1977,1596,381,,,false,STD_Rei
São Tomé and Príncipe,STD,dobra,Rei Amador,M,1,Revolutionary,No,10000,,1977,1596,381,,,false,STD_Rei
São Tomé and Príncipe,STD,dobra,Rei Amador,M,1,Revolutionary,No,20000,,1977,1596,381,,,false,STD_Rei
São Tomé and Príncipe,STD,dobra,Rei Amador,M,1,Revolutionary,No,50000,,1977,1596,381,,,false,STD_Rei
Serbia,RSD,Serbian dinar,Slobodan Jovanovic,M,1,Head of Gov't,No,5000,,2003,1958,45,"writer, politician, diplomat and prime minister of Yugoslavia",,true,RSD_Slobodan
Serbia,RSD,Serbian dinar,Milutin Milanković,M,1,STEM,No,2000,,2011,1958,53,,,true,RSD_Milutin
Serbia,RSD,Serbian dinar,Nikola Tesla,M,1,STEM,No,100,,2003,1943,60,,,true,RSD_Tesla
Serbia,RSD,Serbian dinar,Dorde Vajfert,M,1,Other,No,1000,,2003,1937,66,was governer of the national Bank of Serbia. explorer,,true,RSD_Dorde
Serbia,RSD,Serbian dinar,Jovan Cvijic,M,1,STEM,No,500,,2004,1927,77,,,true,RSD_Cvijic
Serbia,RSD,Serbian dinar,Nadežda Petrović,F,1,Visual Artist,No,200,,2005,1915,90,,,true,RSD_Petrovic
Serbia,RSD,Serbian dinar,Stevan Stevanovic Mokranjac,M,1,Musician,Yes,50,,2005,1914,91,Composer. was part of Serbia's first string quartet,Member of Serbia's first string quartet,true,RSD_Stevanovic
Serbia,RSD,Serbian dinar,Vuk Stefanovic Karadžic,M,1,Writer,Yes,10,,2006,1864,142,wrote the 1st dictionary in the reformed Serbian language,Wrote the first dictionary in the reformed Serbian language,true,RSD_Vuk
Serbia,RSD,Serbian dinar,Petar Petrovic Njegoš,M,1,Writer,No,20,,2006,1851,155,wrote some of the most imporant Serbian literature. also a religious figure,,true,RSD_Njegos
South Africa,ZAR,rand,Nelson Mandela,M,1,Head of Gov't,Yes,10,,2012,2013,-1,1st black state leader and 1st president of South Africa,First Black state leader and first President of South Africa,true,ZAR_Mandela
South Africa,ZAR,rand,Nelson Mandela,M,1,Head of Gov't,Yes,20,,2012,2013,-1,1st black state leader and 1st president of South Africa,First Black state leader and first President of South Africa,true,ZAR_Mandela
South Africa,ZAR,rand,Nelson Mandela,M,1,Head of Gov't,Yes,50,,2012,2013,-1,1st black state leader and 1st president of South Africa,First Black state leader and first President of South Africa,true,ZAR_Mandela
South Africa,ZAR,rand,Nelson Mandela,M,1,Head of Gov't,Yes,100,,2012,2013,-1,1st black state leader and 1st president of South Africa,First Black state leader and first President of South Africa,true,ZAR_Mandela
South Africa,ZAR,rand,Nelson Mandela,M,1,Head of Gov't,Yes,200,,2012,2013,-1,1st black state leader and 1st president of South Africa,First Black state leader and first President of South Africa,true,ZAR_Mandela
South Korea,KRW,Won,Yi I,M,1,Writer,No,5000,,1972,1584,388,,,false,KRW_I
South Korea,KRW,Won,Yi Hwang,M,1,Writer,No,1000,,1975,1570,405,,,false,KRW_Hwang
South Korea,KRW,Won,Shin Saimdang,F,1,Visual Artist,No,50000,,2009,1551,458,,,false,KRW_Shin
South Korea,KRW,Won,King Sejong the Great,M,1,Monarch,No,10000,,1973,1450,523,,,false,KRW_Sejong
Sweden,SEK,Swedish krona,Ingmar Bergman,M,1,Visual Artist,No,200,0.08,2015,2007,8,,,false,SEK_Ingmar
Sweden,SEK,Swedish krona,Birgit Nilsson,F,1,Musician,No,500,0.75,2016,2005,11,,,false,SEK_Nilsson
Sweden,SEK,Swedish krona,Astrid Lindgren,F,1,Writer,No,20,0.03,2015,2002,13,,,true,SEK_Lindgren
Sweden,SEK,Swedish krona,Greta Garbo,F,1,Performer,No,100,0.06,2015,1990,25,,,true,SEK_Greta
Sweden,SEK,Swedish krona,Evert Taube,M,1,Musician,No,50,0.02,2015,1976,39,,,false,SEK_Evert
Sweden,SEK,Swedish krona,Dag Hammarskiöld,M,1,Politician,No,1000,0.06,2015,1961,54,Won the Nobel peace prize,,false,SEK_Dag
Tunisia,TND,Tunisian dinar,Tewhida Ben Sheikh,F,1,STEM,Yes,10,,2020,2010,10,first modern tunisian woman to become a physician,First modern Tunisian woman to become a physician,false,TND_Tewhida
Tunisia,TND,Tunisian dinar,Farhat Hached,M,1,Revolutionary,No,20,,2017,1952,65,,,false,TND_Farhat
Tunisia,TND,Tunisian dinar,Abou el Kacem Chebbi,M,1,Writer,No,10,,2013,1935,78,,,false,TND_Chebbi
Tunisia,TND,Tunisian dinar,Hannibal,M,1,Military,No,5,,2013,-183,2196,,,true,TND_Hannibal
Turkey,TRY,Lira,Kemal Atatürk,M,0.5,Founder,Yes,5,,1927,1938,-11,he is on the face of all the banknotes. the other people are on the oppposite sides,,true,TRY_Ataturk
Turkey,TRY,Lira,Kemal Atatürk,M,0.5,Founder,Yes,10,,1927,1938,-11,he is on the face of all the banknotes. the other people are on the oppposite sides,,true,TRY_Ataturk
Turkey,TRY,Lira,Kemal Atatürk,M,0.5,Founder,Yes,20,,1927,1938,-11,he is on the face of all the banknotes. the other people are on the oppposite sides,,true,TRY_Ataturk
Turkey,TRY,Lira,Kemal Atatürk,M,0.5,Founder,Yes,50,,1927,1938,-11,he is on the face of all the banknotes. the other people are on the oppposite sides,,true,TRY_Ataturk
Turkey,TRY,Lira,Kemal Atatürk,M,0.5,Founder,Yes,100,,1927,1938,-11,he is on the face of all the banknotes. the other people are on the oppposite sides,,true,TRY_Ataturk
Turkey,TRY,Lira,Kemal Atatürk,M,0.5,Founder,Yes,200,,1927,1938,-11,he is on the face of all the banknotes. the other people are on the oppposite sides,,true,TRY_Ataturk
Turkey,TRY,Lira,Cahit Arf,M,0.5,STEM,No,10,,2009,1997,12,,,false,TRY_Arf
Turkey,TRY,Lira,Aydın Sayılı,M,0.5,Writer,No,5,,2009,1993,16,,,false,TRY_Sayili
Turkey,TRY,Lira,Fatma Aliye Topuz,F,0.5,Writer,Yes,50,,2009,1936,73,First female Muslim novelist,First female Muslim novelist,false,TRY_Fatma
Turkey,TRY,Lira,Kemaleddin,M,0.5,Visual Artist,No,20,,2009,1927,82,,,false,TRY_Kemaleddin
Turkey,TRY,Lira,Itri (Buhurizade Mustafa Efendi),M,0.5,Musician,No,100,,2009,1712,297,,,false,TRY_Itri
Turkey,TRY,Lira,Yunus Emre,M,0.5,Writer,No,200,,2009,1320,689,,,false,TRY_Yunus
Ukraine,UAH,hryvna,Mykhailo Hrusheskyi,M,1,Politician,No,50,,1992,1934,58,"also an author, president of Central Rada (Soviet) and national activist",,false,UAH_Mykhailo
Ukraine,UAH,hryvna,Volodymyr Vernadskyi,M,1,STEM,No,1000,,2019,1945,74,,,false,UAH_Vernadskyi
Ukraine,UAH,hryvna,Ivan Franko,M,1,Writer,Yes,20,,1992,1916,76,1st author of detective novels and modern poetry in Ukrainian,First author of detective novels and modern poetry in Ukrainian,false,UAH_Franko
Ukraine,UAH,hryvna,Lesya Ukrainka,F,1,Writer,No,200,,2001,1913,88,,,false,UAH_Ukrainka
Ukraine,UAH,hryvna,Taras Shevchenko,M,1,Writer,No,100,,1992,1841,151,,,false,UAH_Taras
Ukraine,UAH,hryvna,Hryhoriy Skovoroda,M,1,Writer,No,500,,2006,1794,212,,,false,UAH_Skovoroda
Ukraine,UAH,hryvna,Ivan Mazepa,M,1,Head of Gov't,No,10,,1992,1709,283,"elected ""Hetman of Zaporizhian Host"" . also served as military leader",,false,UAH_Mazepa
Ukraine,UAH,hryvna,Bogdan Khmelnitsky,M,1,Head of Gov't,No,5,,1992,1657,335,"1st ""hetman of ukraine"", also military leader",,false,UAH_Bogdon
Ukraine,UAH,hryvna,Yaroslav the Wise,M,1,Monarch,Yes,2,,1992,1054,938,1st christian prince of Kiev,First Christian Prince of Kiev,false,UAH_Yaroslav
Ukraine,UAH,hryvna,Volodymyr the Great,M,1,Monarch,No,1,,1992,1015,977,,,false,UAH_Great
United States,USD,US dollar,Ulysses S. Grant,M,1,Head of Gov't,No,50,0.05,1913,1885,28,,,true,USD_Ulysses
United States,USD,US dollar,Thomas Jefferson,M,1,Founder,Yes,2,0.03,1869,1826,43,1st US secretary of state,First US Secretary of State,true,USD_Jefferson
United States,USD,US dollar,Abraham Lincoln,M,1,Head of Gov't,No,5,0.06,1914,1865,49,,,true,USD_Lincoln
United States,USD,US dollar,George Washington,M,1,Founder,Yes,1,0.26,1869,1799,70,1st president of USA,First US President,true,USD_Washington
United States,USD,US dollar,Andrew Jackson,M,1,Head of Gov't,No,20,0.23,1928,1845,83,,,false,USD_Jackson
United States,USD,US dollar,Benjamin Franklin,M,1,Founder,Yes,100,0.33,1914,1790,124,"first United States Postmaster General, first United States Ambassador to France, etc...","First US Postmaster General, First United States Ambassador to France",true,USD_Franklin
United States,USD,US dollar,Alexander Hamilton,M,1,Founder,Yes,10,0.05,1929,1804,125,1st secretary of the treasury,First US Secretary of the Treasury,true,USD_Hamilton
Uruguay,UYU,Peso uruguayo,Juana de Ibarbourou,F,1,Writer,No,1000,0.23,1995,1979,16,,,false,UYU_Ibarbourou
Uruguay,UYU,Peso uruguayo,Eduardo Fabini,M,1,Musician,No,100,0.15,1994,1950,44,,,false,UYU_Eduardo
Uruguay,UYU,Peso uruguayo,Juan Zorrilla de San Martín,M,1,Writer,No,20,0.23,1994,1931,63,,,false,UYU_Zorrilla
Uruguay,UYU,Peso uruguayo,Alfredo Vásquez Acevedo,M,1,Politician,No,500,0.07,1994,1923,71,,,false,UYU_Vasquez
Uruguay,UYU,Peso uruguayo,Pedro Figari,M,1,Visual Artist,No,200,0.06,2015,1938,77,,,false,UYU_Figari
Uruguay,UYU,Peso uruguayo,José Pedro Varela,M,1,Educator,Yes,50,0.15,1994,1879,115,First to promote and write about free and universal elementary schooling in Uruguay,First to promote and write about free and universal elementary schooling in Uruguay,false,UYU_Varela
Uruguay,UYU,Peso uruguayo,Dámaso Antonio Larrañaga,M,1,STEM,Yes,2000,0.10,2003,1848,155,Founded Uruguay's first public library,Founded Uruguay's first public library,false,UYU_Larranaga
Venezuela,VES​,Venezuelan bolivar,Simón Bolívar,M,1,Founder,Yes,500,,1940,1830,110,First president of Colombia and Bolivia,First President of Colombia and Bolivia,true,BOB_Bolivar
Venezuela,VES​,Venezuelan bolivar,Antonio José de Sucre,M,1,Founder,Yes,50,,1945,1830,115,Frst constitutionally elected leader of Bolivia,First constitutionally elected leader of Bolivia,true,BOB_Sucre
Venezuela,VES,Venezuelan bolivar,Josefa Camejo,F,1,Revolutionary,No,2,,2018,1870,148,,,false,VES_Camejo
Venezuela,VES,Venezuelan bolivar,Francisco de Miranda,M,1,Military,No,200,,1968,1816,152,,,false,VES_Miranda
Venezuela,VES,Venezuelan bolivar,Simón Rodrigues,M,1,Educator,No,20,,2007,1854,153,,,false,VES_Rodrigues
Venezuela,VES,Venezuelan bolivar,Ezequiel Zamora,M,1,Military,No,100,,2018,1860,158,,,false,VES_Ezequiel
Venezuela,VES,Venezuelan bolivar,Rafael Urdaneta,M,1,Head of Gov't,No,10,,2018,1845,173,,,false,VES_Rajael
Venezuela,VES,Venezuelan bolivar,José Félix Ribas,M,1,Military,No,5,,2018,1815,203,,,false,VES_Ribas
